Time (seconds),temp_CPU,light,temp_OUT,moist_lv,year,month,date,hour,min,sec
57842.09,12,0,12,160,2026,2,8,6,57,23
57902.09,12,0,12,159,2026,2,8,6,58,23
57962.91,12,0,12,159,2026,2,8,6,59,24
58022.09,13,0,12,160,2026,2,8,7,0,23
58082.09,12,0,12,160,2026,2,8,7,1,23
58142.09,12,0,12,160,2026,2,8,7,2,23
58202.09,12,0,12,160,2026,2,8,7,3,23
58262.09,12,0,12,159,2026,2,8,7,4,23
58323.73,12,0,12,160,2026,2,8,7,5,25
58382.09,12,0,12,160,2026,2,8,7,6,23
58442.09,12,0,12,160,2026,2,8,7,7,23
58502.09,12,0,12,160,2026,2,8,7,8,23
58562.09,12,0,12,160,2026,2,8,7,9,23
58622.09,12,0,12,160,2026,2,8,7,10,23
58682.09,13,0,12,160,2026,2,8,7,11,23
58742.10,12,0,12,160,2026,2,8,7,12,23
58802.91,12,0,12,160,2026,2,8,7,13,24
58862.91,12,0,12,160,2026,2,8,7,14,24
58922.91,12,0,12,160,2026,2,8,7,15,24
58984.54,12,0,12,160,2026,2,8,7,16,25
59042.91,12,0,12,160,2026,2,8,7,17,24
59102.09,12,0,12,160,2026,2,8,7,18,23
59162.09,12,0,12,161,2026,2,8,7,19,23
59222.09,12,0,12,160,2026,2,8,7,20,23
59282.09,12,0,12,160,2026,2,8,7,21,23
59342.09,12,0,12,160,2026,2,8,7,22,23
59402.09,12,0,12,159,2026,2,8,7,23,23
59462.10,12,0,12,160,2026,2,8,7,24,23
59522.09,12,0,12,160,2026,2,8,7,25,23
59582.09,12,0,12,160,2026,2,8,7,26,23
59642.09,12,0,12,160,2026,2,8,7,27,23
59702.09,12,0,12,159,2026,2,8,7,28,23
59762.09,12,0,12,160,2026,2,8,7,29,23
59823.73,12,10,12,160,2026,2,8,7,30,24
59882.09,12,29,12,160,2026,2,8,7,31,23
59942.09,12,44,12,161,2026,2,8,7,32,23
60002.09,12,56,12,160,2026,2,8,7,33,23
60062.09,12,67,12,160,2026,2,8,7,34,23
60122.09,12,69,12,160,2026,2,8,7,35,23
60182.10,12,65,12,160,2026,2,8,7,36,23
60242.09,12,61,12,160,2026,2,8,7,37,23
60302.09,12,49,12,160,2026,2,8,7,38,23
60362.09,12,39,12,160,2026,2,8,7,39,23
60422.09,12,28,12,161,2026,2,8,7,40,23
60482.09,12,28,12,161,2026,2,8,7,41,23
60542.09,12,33,12,160,2026,2,8,7,42,23
60603.73,12,43,12,158,2026,2,8,7,43,24
60662.09,12,53,12,160,2026,2,8,7,44,23
60722.09,12,65,12,161,2026,2,8,7,45,23
60782.09,12,72,12,161,2026,2,8,7,46,23
60843.73,12,76,12,160,2026,2,8,7,47,24
60902.10,12,78,12,161,2026,2,8,7,48,23
60962.91,12,75,12,160,2026,2,8,7,49,24
61022.09,12,63,12,160,2026,2,8,7,50,23
61082.09,13,0,12,100,2026,2,8,7,51,23
61142.09,13,0,12,98,2026,2,8,7,52,23
61202.09,13,28,12,157,2026,2,8,7,53,23
61262.09,13,67,12,159,2026,2,8,7,54,23
61322.91,13,75,12,159,2026,2,8,7,55,24
61382.91,13,76,12,160,2026,2,8,7,56,24
61442.91,13,78,12,160,2026,2,8,7,57,24
61503.73,13,75,12,160,2026,2,8,7,58,24
61562.09,12,73,12,161,2026,2,8,7,59,23
61622.10,12,70,12,160,2026,2,8,8,0,23
61682.91,12,66,12,161,2026,2,8,8,1,24
61742.09,12,56,12,161,2026,2,8,8,2,23
61802.09,12,49,12,161,2026,2,8,8,3,23
61863.73,12,49,12,161,2026,2,8,8,4,24
61922.09,12,54,12,161,2026,2,8,8,5,23
61982.09,12,63,12,161,2026,2,8,8,6,23
62042.09,12,70,12,162,2026,2,8,8,7,23
62102.09,12,78,12,162,2026,2,8,8,8,23
62162.09,12,88,12,161,2026,2,8,8,9,23
62222.09,12,90,12,161,2026,2,8,8,10,23
62282.09,12,89,12,161,2026,2,8,8,11,23
62342.10,12,99,12,161,2026,2,8,8,12,23
62402.09,12,105,12,161,2026,2,8,8,13,23
62462.09,12,112,12,162,2026,2,8,8,14,23
62522.09,12,114,12,161,2026,2,8,8,15,23
62582.09,12,127,12,161,2026,2,8,8,16,23
62642.09,12,132,12,162,2026,2,8,8,17,23
62702.09,12,129,12,161,2026,2,8,8,18,23
62762.09,11,132,12,162,2026,2,8,8,19,23
62822.09,11,136,12,162,2026,2,8,8,20,23
62882.09,11,137,12,162,2026,2,8,8,21,23
62942.09,12,137,12,161,2026,2,8,8,22,23
63002.09,12,139,12,161,2026,2,8,8,23,23
63063.73,12,148,12,162,2026,2,8,8,24,24
63122.09,11,152,12,162,2026,2,8,8,25,23
63182.09,12,160,12,161,2026,2,8,8,26,23
63242.09,12,165,12,163,2026,2,8,8,27,23
63302.09,12,170,12,162,2026,2,8,8,28,23
63362.91,12,176,12,162,2026,2,8,8,29,24
63422.09,12,179,12,162,2026,2,8,8,30,23
63482.09,12,181,12,162,2026,2,8,8,31,23
63542.09,12,183,12,162,2026,2,8,8,32,23
63602.09,12,183,12,162,2026,2,8,8,33,23
63662.09,12,184,12,163,2026,2,8,8,34,23
63722.91,12,182,12,162,2026,2,8,8,35,24
63782.10,12,179,12,162,2026,2,8,8,36,23
63842.09,12,177,12,162,2026,2,8,8,37,23
63902.09,12,173,12,162,2026,2,8,8,38,23
63962.09,12,172,12,162,2026,2,8,8,39,23
64022.09,13,150,12,99,2026,2,8,8,40,23
64082.09,12,169,12,161,2026,2,8,8,41,23
64142.09,12,171,12,161,2026,2,8,8,42,23
64202.91,12,147,12,161,2026,2,8,8,43,24
64262.09,12,139,12,161,2026,2,8,8,44,23
64322.09,13,172,12,161,2026,2,8,8,45,23
64382.09,13,173,12,162,2026,2,8,8,46,23
64442.09,13,160,12,162,2026,2,8,8,47,23
64502.10,13,159,12,164,2026,2,8,8,48,23
64562.09,13,0,16,163,2026,2,8,8,49,23
64622.09,13,0,17,161,2026,2,8,8,50,23
64682.09,13,0,17,161,2026,2,8,8,51,23
64742.09,13,0,17,162,2026,2,8,8,52,23
64802.09,13,0,17,161,2026,2,8,8,53,23
64862.09,13,0,17,162,2026,2,8,8,54,23
64922.09,13,0,17,161,2026,2,8,8,55,23
64982.09,13,0,17,161,2026,2,8,8,56,23
65042.09,13,0,17,161,2026,2,8,8,57,23
65102.09,14,0,17,160,2026,2,8,8,58,23
65162.09,14,0,17,160,2026,2,8,8,59,23
65222.10,14,0,17,160,2026,2,8,9,0,23
65282.09,14,0,17,160,2026,2,8,9,1,23
65342.09,14,0,17,160,2026,2,8,9,2,23
65402.09,14,0,17,159,2026,2,8,9,3,23
65462.09,15,0,17,160,2026,2,8,9,4,23
65522.09,15,0,17,160,2026,2,8,9,5,23
65582.09,15,0,17,160,2026,2,8,9,6,23
65642.09,15,0,17,160,2026,2,8,9,7,23
65702.09,15,0,17,160,2026,2,8,9,8,23
65762.09,15,0,17,160,2026,2,8,9,9,23
65822.09,15,0,17,159,2026,2,8,9,10,23
65882.09,15,0,17,159,2026,2,8,9,11,23
65942.10,15,0,17,159,2026,2,8,9,12,23
66002.09,15,0,17,159,2026,2,8,9,13,23
66062.09,15,0,17,159,2026,2,8,9,14,23
66122.09,16,0,17,158,2026,2,8,9,15,23
66182.09,16,0,17,159,2026,2,8,9,16,23
66242.09,16,0,17,158,2026,2,8,9,17,23
66302.91,16,0,17,158,2026,2,8,9,18,24
66362.91,16,0,17,158,2026,2,8,9,19,24
66422.91,16,0,17,158,2026,2,8,9,20,24
66482.91,16,0,17,158,2026,2,8,9,21,24
66542.91,16,0,17,158,2026,2,8,9,22,24
66602.09,16,0,17,158,2026,2,8,9,23,23
66662.10,16,0,17,158,2026,2,8,9,24,23
66722.91,16,0,17,158,2026,2,8,9,25,24
66782.91,16,0,17,158,2026,2,8,9,26,24
66842.91,16,0,17,158,2026,2,8,9,27,24
66903.73,17,0,17,158,2026,2,8,9,28,24
66962.91,17,0,17,158,2026,2,8,9,29,24
67022.09,17,0,17,157,2026,2,8,9,30,23
67082.09,17,0,17,157,2026,2,8,9,31,23
67142.91,17,0,18,158,2026,2,8,9,32,24
67202.91,17,0,18,157,2026,2,8,9,33,24
67262.91,17,0,18,158,2026,2,8,9,34,24
67322.91,17,0,18,157,2026,2,8,9,35,24
67382.10,17,0,17,156,2026,2,8,9,36,23
67442.09,17,0,18,157,2026,2,8,9,37,23
67502.09,17,0,18,157,2026,2,8,9,38,23
67562.09,17,0,18,157,2026,2,8,9,39,23
67622.09,17,0,18,157,2026,2,8,9,40,23
67682.91,17,0,18,157,2026,2,8,9,41,24
67742.09,17,0,18,157,2026,2,8,9,42,23
67802.09,18,0,18,156,2026,2,8,9,43,23
67862.09,17,0,18,156,2026,2,8,9,44,23
67922.09,18,0,18,156,2026,2,8,9,45,23
67982.09,18,0,18,156,2026,2,8,9,46,23
68042.09,18,0,18,155,2026,2,8,9,47,23
68102.10,18,0,18,156,2026,2,8,9,48,23
68162.09,18,0,18,156,2026,2,8,9,49,23
68222.09,18,0,18,156,2026,2,8,9,50,23
68282.09,18,0,18,156,2026,2,8,9,51,23
68342.09,18,0,18,156,2026,2,8,9,52,23
68402.09,18,0,18,155,2026,2,8,9,53,23
68462.09,18,0,18,155,2026,2,8,9,54,23
68522.09,18,0,18,155,2026,2,8,9,55,23
68582.09,18,0,18,155,2026,2,8,9,56,23
68642.09,18,0,18,155,2026,2,8,9,57,23
68702.09,19,0,18,99,2026,2,8,9,58,23
68762.09,19,0,18,99,2026,2,8,9,59,23
68822.10,18,0,18,154,2026,2,8,10,0,23
68882.09,18,0,18,155,2026,2,8,10,1,23
68942.09,18,0,18,154,2026,2,8,10,2,23
69002.09,18,0,18,155,2026,2,8,10,3,23
69062.09,18,0,18,155,2026,2,8,10,4,23
69122.09,18,0,18,155,2026,2,8,10,5,23
69182.09,18,0,18,155,2026,2,8,10,6,23
69242.09,18,0,18,155,2026,2,8,10,7,23
69302.09,19,0,18,155,2026,2,8,10,8,23
69362.09,19,0,18,155,2026,2,8,10,9,23
69422.09,18,0,18,155,2026,2,8,10,10,23
69482.91,19,0,18,155,2026,2,8,10,11,23
69542.10,18,0,18,155,2026,2,8,10,12,23
69602.09,19,0,18,154,2026,2,8,10,13,23
69662.09,19,0,18,155,2026,2,8,10,14,23
69722.09,19,0,18,154,2026,2,8,10,15,23
69782.09,19,0,18,155,2026,2,8,10,16,23
69842.91,19,0,18,154,2026,2,8,10,17,23
69902.09,19,0,18,154,2026,2,8,10,18,23
69962.09,19,0,18,154,2026,2,8,10,19,23
70022.09,19,0,18,154,2026,2,8,10,20,23
70082.09,19,0,18,154,2026,2,8,10,21,23
70142.09,19,0,18,155,2026,2,8,10,22,23
70202.09,19,0,18,155,2026,2,8,10,23,23
70262.10,19,0,18,154,2026,2,8,10,24,23
70322.09,19,0,18,154,2026,2,8,10,25,23
70382.91,19,0,18,154,2026,2,8,10,26,23
70442.09,19,0,18,154,2026,2,8,10,27,23
70502.09,19,0,18,154,2026,2,8,10,28,23
70562.91,19,0,18,155,2026,2,8,10,29,23
70622.09,19,0,18,154,2026,2,8,10,30,23
70682.09,19,0,18,155,2026,2,8,10,31,23
70742.09,19,0,18,154,2026,2,8,10,32,23
70802.09,19,0,18,154,2026,2,8,10,33,23
70862.09,19,0,18,154,2026,2,8,10,34,23
70922.09,19,0,18,155,2026,2,8,10,35,23
70982.10,19,0,18,154,2026,2,8,10,36,23
71042.91,19,0,18,154,2026,2,8,10,37,23
71102.91,19,0,18,154,2026,2,8,10,38,23
71162.09,19,0,18,154,2026,2,8,10,39,23
71222.09,19,0,18,154,2026,2,8,10,40,23
71282.91,19,0,18,154,2026,2,8,10,41,23
71342.09,19,0,18,154,2026,2,8,10,42,23
71402.09,19,0,18,154,2026,2,8,10,43,23
71462.09,19,0,18,154,2026,2,8,10,44,23
71522.09,19,0,18,154,2026,2,8,10,45,23
71582.09,19,0,18,153,2026,2,8,10,46,23
71642.91,19,0,18,154,2026,2,8,10,47,23
71702.10,19,0,18,154,2026,2,8,10,48,23
71762.09,19,0,18,154,2026,2,8,10,49,23
71822.09,19,0,18,153,2026,2,8,10,50,23
71882.09,19,0,18,154,2026,2,8,10,51,23
71942.09,19,0,18,154,2026,2,8,10,52,23
72002.09,19,0,18,154,2026,2,8,10,53,23
72062.09,19,0,18,154,2026,2,8,10,54,23
72122.91,19,0,18,154,2026,2,8,10,55,23
72182.91,19,0,18,154,2026,2,8,10,56,23
72242.91,19,0,18,154,2026,2,8,10,57,23
72302.91,19,0,18,154,2026,2,8,10,58,23
72362.09,19,0,18,154,2026,2,8,10,59,23
72422.10,19,0,18,153,2026,2,8,11,0,23
72482.91,19,0,18,154,2026,2,8,11,1,23
72543.73,19,0,18,154,2026,2,8,11,2,24
72602.09,19,0,18,154,2026,2,8,11,3,23
72662.09,19,0,18,154,2026,2,8,11,4,23
72722.91,19,0,18,153,2026,2,8,11,5,23
72782.09,19,0,18,154,2026,2,8,11,6,23
72842.09,19,0,18,154,2026,2,8,11,7,23
72902.09,19,0,18,154,2026,2,8,11,8,23
72962.09,19,0,18,153,2026,2,8,11,9,23
73022.09,19,0,18,153,2026,2,8,11,10,23
73082.09,19,0,18,153,2026,2,8,11,11,23
73142.10,19,0,18,154,2026,2,8,11,12,23
73202.09,19,0,18,153,2026,2,8,11,13,23
73262.09,19,0,18,154,2026,2,8,11,14,23
73322.09,19,0,18,153,2026,2,8,11,15,23
73382.09,19,0,18,153,2026,2,8,11,16,23
73442.09,19,0,18,153,2026,2,8,11,17,23
73502.09,19,0,18,154,2026,2,8,11,18,23
73562.09,19,0,18,154,2026,2,8,11,19,23
73622.09,19,0,18,153,2026,2,8,11,20,23
73682.09,19,0,18,153,2026,2,8,11,21,23
73742.09,19,0,18,154,2026,2,8,11,22,23
73802.09,19,0,18,154,2026,2,8,11,23,23
73862.10,19,0,18,154,2026,2,8,11,24,23
73922.09,19,0,18,153,2026,2,8,11,25,23
73982.09,19,0,18,153,2026,2,8,11,26,23
74042.09,19,0,18,154,2026,2,8,11,27,23
74102.09,19,0,18,154,2026,2,8,11,28,23
74162.09,19,0,18,154,2026,2,8,11,29,23
74222.09,19,0,18,154,2026,2,8,11,30,23
74282.09,19,0,18,154,2026,2,8,11,31,23
74342.09,19,0,18,154,2026,2,8,11,32,23
74402.09,19,0,18,153,2026,2,8,11,33,23
74462.09,19,0,18,153,2026,2,8,11,34,23
74522.09,19,0,18,154,2026,2,8,11,35,23
74582.10,19,0,18,154,2026,2,8,11,36,23
74642.09,19,0,18,154,2026,2,8,11,37,23
74702.09,19,0,18,154,2026,2,8,11,38,23
74762.09,19,0,18,154,2026,2,8,11,39,23
74822.09,19,0,18,154,2026,2,8,11,40,23
74882.09,19,0,18,154,2026,2,8,11,41,23
74942.09,19,0,18,154,2026,2,8,11,42,23
75002.09,19,0,18,154,2026,2,8,11,43,23
75062.09,19,0,18,154,2026,2,8,11,44,23
75122.09,19,0,18,154,2026,2,8,11,45,23
75182.09,19,0,18,154,2026,2,8,11,46,23
75242.09,19,0,18,154,2026,2,8,11,47,23
75302.10,19,0,18,154,2026,2,8,11,48,23
75362.09,19,0,18,154,2026,2,8,11,49,23
75422.10,19,0,18,154,2026,2,8,11,50,23
75482.10,19,0,18,154,2026,2,8,11,51,23
75542.10,19,0,18,154,2026,2,8,11,52,23
75602.10,19,0,18,154,2026,2,8,11,53,23
75662.10,19,0,18,154,2026,2,8,11,54,23
75722.10,19,0,18,155,2026,2,8,11,55,23
75782.10,19,0,18,155,2026,2,8,11,56,23
75842.10,19,0,18,154,2026,2,8,11,57,23
75902.10,19,0,18,154,2026,2,8,11,58,23
75962.10,19,0,18,154,2026,2,8,11,59,23
76022.10,19,0,18,154,2026,2,8,12,0,23
76082.10,19,0,18,154,2026,2,8,12,1,23
76142.10,19,0,18,154,2026,2,8,12,2,23
76202.10,19,0,18,154,2026,2,8,12,3,23
76262.10,19,0,18,154,2026,2,8,12,4,23
76322.10,19,0,18,154,2026,2,8,12,5,23
76382.10,19,0,18,154,2026,2,8,12,6,23
76442.10,19,0,18,154,2026,2,8,12,7,23
76502.10,19,0,18,155,2026,2,8,12,8,23
76562.10,19,0,18,155,2026,2,8,12,9,23
76622.10,19,0,18,155,2026,2,8,12,10,23
76682.10,19,0,18,155,2026,2,8,12,11,23
76742.10,19,0,18,154,2026,2,8,12,12,23
76802.10,19,0,18,154,2026,2,8,12,13,23
76862.10,19,0,18,155,2026,2,8,12,14,23
76922.10,19,0,18,155,2026,2,8,12,15,23
76982.10,19,0,18,155,2026,2,8,12,16,23
77042.10,19,0,18,155,2026,2,8,12,17,23
77102.10,19,0,18,154,2026,2,8,12,18,23
77162.10,19,0,18,155,2026,2,8,12,19,23
77222.10,19,0,18,155,2026,2,8,12,20,23
77282.10,19,0,18,154,2026,2,8,12,21,23
77342.10,19,0,18,154,2026,2,8,12,22,23
77402.10,19,0,18,155,2026,2,8,12,23,23
77462.10,19,0,18,154,2026,2,8,12,24,23
77522.10,19,0,18,155,2026,2,8,12,25,23
77582.10,19,0,18,155,2026,2,8,12,26,23
77642.10,19,0,18,155,2026,2,8,12,27,23
77702.10,19,0,18,155,2026,2,8,12,28,23
77762.10,19,0,18,154,2026,2,8,12,29,23
77822.10,19,0,18,154,2026,2,8,12,30,23
77882.10,19,0,18,155,2026,2,8,12,31,23
77942.10,19,0,18,155,2026,2,8,12,32,23
78002.10,19,0,18,154,2026,2,8,12,33,23
78062.10,19,0,18,154,2026,2,8,12,34,23
78122.10,19,0,18,155,2026,2,8,12,35,23
78182.10,19,0,18,154,2026,2,8,12,36,23
78242.10,19,0,18,154,2026,2,8,12,37,22
78302.10,19,0,18,154,2026,2,8,12,38,22
78362.10,19,0,18,154,2026,2,8,12,39,22
78422.10,19,0,18,154,2026,2,8,12,40,22
78482.10,19,0,18,154,2026,2,8,12,41,22
78542.91,19,0,18,154,2026,2,8,12,42,23
78602.91,19,0,18,155,2026,2,8,12,43,23
78662.91,19,0,18,155,2026,2,8,12,44,23
78722.10,19,0,18,155,2026,2,8,12,45,22
78782.10,19,0,19,154,2026,2,8,12,46,22
78842.10,19,0,19,154,2026,2,8,12,47,22
78902.92,19,0,19,154,2026,2,8,12,48,23
78962.10,19,0,19,154,2026,2,8,12,49,22
79022.10,19,0,19,155,2026,2,8,12,50,22
79082.10,19,0,19,155,2026,2,8,12,51,22
79142.10,19,0,19,154,2026,2,8,12,52,22
79202.10,19,0,19,154,2026,2,8,12,53,22
79262.91,19,0,19,155,2026,2,8,12,54,23
79322.10,19,0,19,155,2026,2,8,12,55,22
79382.10,19,0,19,155,2026,2,8,12,56,22
79442.10,19,0,19,154,2026,2,8,12,57,22
79502.10,19,0,19,154,2026,2,8,12,58,22
79562.10,19,0,19,154,2026,2,8,12,59,22
79622.10,19,0,19,155,2026,2,8,13,0,22
79682.10,19,0,19,154,2026,2,8,13,1,22
79742.10,19,0,19,155,2026,2,8,13,2,22
79802.10,19,0,19,154,2026,2,8,13,3,22
79862.10,19,0,19,154,2026,2,8,13,4,22
79922.10,19,0,19,154,2026,2,8,13,5,22
79982.10,19,0,19,155,2026,2,8,13,6,22
80042.10,19,0,19,154,2026,2,8,13,7,22
80102.10,19,0,19,155,2026,2,8,13,8,22
80162.10,19,0,19,155,2026,2,8,13,9,22
80222.10,19,0,19,155,2026,2,8,13,10,22
80282.10,19,0,19,155,2026,2,8,13,11,22
80342.10,19,0,19,155,2026,2,8,13,12,22
80402.91,19,0,19,155,2026,2,8,13,13,23
80462.91,19,0,19,155,2026,2,8,13,14,23
80522.10,19,0,19,155,2026,2,8,13,15,22
80582.91,19,0,19,155,2026,2,8,13,16,23
80642.10,19,0,19,154,2026,2,8,13,17,22
80702.91,19,0,19,155,2026,2,8,13,18,23
80762.10,19,0,19,155,2026,2,8,13,19,22
80822.91,19,0,19,155,2026,2,8,13,20,23
80882.91,19,0,19,155,2026,2,8,13,21,23
80942.91,19,0,19,155,2026,2,8,13,22,23
81002.10,19,0,19,155,2026,2,8,13,23,22
81062.92,19,0,19,155,2026,2,8,13,24,23
81122.91,19,0,19,155,2026,2,8,13,25,23
81182.91,19,0,19,155,2026,2,8,13,26,23
81242.91,19,0,19,155,2026,2,8,13,27,23
81302.91,19,0,19,154,2026,2,8,13,28,23
81362.10,19,0,19,155,2026,2,8,13,29,22
81422.91,19,0,19,155,2026,2,8,13,30,23
81482.91,19,0,19,156,2026,2,8,13,31,23
81542.91,19,0,19,156,2026,2,8,13,32,23
81602.10,19,0,19,155,2026,2,8,13,33,22
81662.91,19,0,19,156,2026,2,8,13,34,23
81722.10,19,0,19,155,2026,2,8,13,35,22
81782.92,19,0,19,155,2026,2,8,13,36,23
81842.10,19,0,19,156,2026,2,8,13,37,22
81902.91,19,0,19,155,2026,2,8,13,38,23
81962.91,19,0,19,156,2026,2,8,13,39,23
82022.91,19,0,19,155,2026,2,8,13,40,23
82082.10,19,0,19,155,2026,2,8,13,41,22
82142.91,19,0,19,155,2026,2,8,13,42,23
82202.91,19,0,19,155,2026,2,8,13,43,23
82262.91,19,0,19,155,2026,2,8,13,44,23
82322.91,19,0,19,156,2026,2,8,13,45,23
82382.91,19,0,19,153,2026,2,8,13,46,23
82442.10,19,0,19,156,2026,2,8,13,47,22
82502.92,19,0,19,156,2026,2,8,13,48,23
82562.91,19,0,19,156,2026,2,8,13,49,23
82622.91,19,0,19,156,2026,2,8,13,50,23
82682.91,19,0,19,155,2026,2,8,13,51,23
82742.91,19,0,19,155,2026,2,8,13,52,23
82802.10,19,0,19,155,2026,2,8,13,53,22
82862.91,19,0,19,156,2026,2,8,13,54,23
82922.10,19,0,19,155,2026,2,8,13,55,22
82982.10,19,0,19,156,2026,2,8,13,56,22
83042.91,19,0,19,155,2026,2,8,13,57,23
83102.10,19,0,19,156,2026,2,8,13,58,22
83162.10,19,0,19,155,2026,2,8,13,59,22
83222.92,19,0,19,156,2026,2,8,14,0,23
83282.10,19,0,19,156,2026,2,8,14,1,22
83342.10,19,0,19,155,2026,2,8,14,2,22
83402.10,19,0,19,155,2026,2,8,14,3,22
83462.10,19,0,19,156,2026,2,8,14,4,22
83522.10,19,0,19,155,2026,2,8,14,5,22
83582.10,19,0,19,155,2026,2,8,14,6,22
83642.10,19,0,19,155,2026,2,8,14,7,22
83702.10,19,0,19,155,2026,2,8,14,8,22
83762.10,20,0,19,155,2026,2,8,14,9,22
83822.10,20,0,19,155,2026,2,8,14,10,22
83882.91,20,0,19,156,2026,2,8,14,11,23
83942.10,20,0,19,155,2026,2,8,14,12,22
84002.10,20,0,19,155,2026,2,8,14,13,22
84062.10,20,0,19,156,2026,2,8,14,14,22
84122.10,20,0,19,155,2026,2,8,14,15,22
84182.10,20,0,19,155,2026,2,8,14,16,22
84242.10,20,0,19,155,2026,2,8,14,17,22
84302.10,20,0,19,155,2026,2,8,14,18,22
84362.10,20,0,19,155,2026,2,8,14,19,22
84422.10,20,0,19,155,2026,2,8,14,20,22
84482.10,20,0,19,155,2026,2,8,14,21,22
84542.10,20,0,19,154,2026,2,8,14,22,22
84602.10,20,0,19,155,2026,2,8,14,23,22
84662.10,20,0,19,155,2026,2,8,14,24,22
84722.10,20,0,19,155,2026,2,8,14,25,22
84782.10,20,0,19,154,2026,2,8,14,26,22
84842.10,20,0,19,155,2026,2,8,14,27,22
84902.10,21,0,19,155,2026,2,8,14,28,22
84962.10,21,0,19,155,2026,2,8,14,29,22
85022.10,21,0,19,154,2026,2,8,14,30,22
85082.10,21,0,19,155,2026,2,8,14,31,22
85142.10,21,0,19,155,2026,2,8,14,32,22
85202.10,21,0,19,154,2026,2,8,14,33,22
85262.10,21,0,19,154,2026,2,8,14,34,22
85322.10,21,0,19,154,2026,2,8,14,35,22
85382.10,21,0,19,154,2026,2,8,14,36,22
85442.10,21,0,19,154,2026,2,8,14,37,22
85502.10,21,0,19,155,2026,2,8,14,38,22
85562.10,21,0,19,154,2026,2,8,14,39,22
85622.10,21,0,19,154,2026,2,8,14,40,22
85682.10,21,0,19,154,2026,2,8,14,41,22
85742.10,21,0,19,154,2026,2,8,14,42,22
85802.10,21,0,19,154,2026,2,8,14,43,22
85862.10,21,0,19,154,2026,2,8,14,44,22
85922.10,21,0,19,154,2026,2,8,14,45,22
85982.10,21,0,19,153,2026,2,8,14,46,22
86042.10,21,0,19,154,2026,2,8,14,47,22
86102.10,21,0,19,154,2026,2,8,14,48,22
86162.10,21,0,19,154,2026,2,8,14,49,22
86222.10,21,0,19,154,2026,2,8,14,50,22
86282.10,21,0,19,154,2026,2,8,14,51,22
86342.10,21,0,19,154,2026,2,8,14,52,22
86402.10,21,0,19,153,2026,2,8,14,53,22
86462.10,22,0,19,99,2026,2,8,14,54,22
86522.10,21,0,19,151,2026,2,8,14,55,22